IDENTIFIKATOR_KLIJENTA,DOB,VRSTA_ZAPOSLENJA,CLV_SCORE,CHURN_RISK,FUTURE_POTENTIAL,PRIORITY_SCORE,SEGMENT,PREPORUCENA_AKCIJA,aktivnih_proizvoda,has_kredit,tenure_years,days_since_txn,prigovori_6m
VBMW43CCBU6T,83,UMIROVLJENIK,39.06855581701002,0.22222222222222224,13.5,22.137883424842396,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,10.490410958904109,1.0,0.0
1OPIL1FK6PFX,46,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,394.0,0.0
22DRUTCMX3YE,49,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
KLKUWRB7STLG,46,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
807BHFLEYF0T,49,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
HVY9PABE17XS,47,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
8I624NDJ49BZ,49,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
EI9RSRNR61Z2,45,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
2EPCGK7PJPT1,45,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
ZMKLPCK9V0K1,41,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,436.0,0.0
XXYAGFD5JLSX,46,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,371.0,0.0
M4SFXIXZKPDE,46,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
03B6QW5UDMDV,49,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
U1S65DFI7DN7,43,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
74B90C35C6S1,44,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
TH7U51AN6M52,50,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
E05P6LUTH20B,63,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
FZ4B9NEH4G7E,44,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
303L1AVU6LJL,41,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
2XV7R4GT3OTU,50,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
Y4BWJDS71VD1,45,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
IH0NRHLU5R7E,48,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,407.0,0.0
XEDT6EHSVVDE,41,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
H5JJ5MPBHQ6B,48,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
XZPD2KGWQH1P,41,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
RAQV2WW6UIZ9,47,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
6A7WIJ0I401O,47,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
HOK9R4TY60UM,43,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,642.0,0.0
0S4R0AY9IQ7X,47,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
ODKQPYHGEM2V,43,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
RTZ1988USERQ,50,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
UGCA64CXE12V,44,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
C6TKLSZVRCU7,44,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
EYK7AHQKE4UC,47,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,645.0,0.0
OHVBU89LRGBD,50,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
VCY5HDT1WUJ7,50,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
ACYHWS6WSLM9,41,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
7DKCCEX2MHWF,48,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,573.0,0.0
D8E9BAWLHWH5,47,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
KQGUSOUH9CNV,44,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
BHP7THORC4P5,50,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
RR9X3S41E1TG,45,ZAPOSLEN,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
IAMAJDA9MQ1D,41,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
0XVYLKTVL2EO,46,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,518.0,0.0
643FEDJR54H9,49,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
9DV0W4UGJZDL,44,OSTALO,10.38260300850229,20.0,42.0,22.1339110529758,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,180.0,0.0
RWSLZRZZLVMT,58,UMIROVLJENIK,36.78809756018639,0.949186991869917,15.5,22.1305089428132,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,27.827397260273973,0.0,0.0
A8A378KUQNA9,59,ZAPOSLEN,15.709072440730768,10.326958105646629,50.0,22.12895859651442,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,19.972602739726028,26.0,0.0
U6I3YQM8QINU,57,ZAPOSLEN,4.628141642530132,20.0,50.0,22.119849574885546,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,3.0986301369863014,180.0,0.0
UXDUT08C2IXN,59,ZAPOSLEN,4.628141642530132,20.0,50.0,22.119849574885546,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,3.0986301369863014,180.0,0.0
MV02I2X47XL6,55,UMIROVLJENIK,36.816685694853405,0.8971449384999008,15.5,22.11969796859865,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,27.827397260273973,0.0,0.0
M2MC07RY2NCZ,39,ZAPOSLEN,4.616929832757171,20.0,50.0,22.11592544146501,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,3.0657534246575344,180.0,0.0
OYE2UWJN7RBO,66,ZAPOSLEN,23.9468504862478,6.820807186246869,44.0,22.109720544685477,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,16.35890410958904,2.0,0.0
JUFVAOLGP26S,59,ZAPOSLEN,4.589834625805849,20.0,50.0,22.106442119032046,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.9863013698630136,180.0,0.0
6L4ESTLVSZZO,47,ZAPOSLEN,6.790916301404637,2.444444444444444,75.0,22.1045984832694,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,4.7315068493150685,11.0,0.0
YMQBOUYV6Z2N,80,UMIROVLJENIK,30.655552866385083,20.0,13.5,22.104443503234776,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,3.0,0.0,30.164383561643834,94.0,0.0
KRDGW5LZT9NL,53,ZAPOSLEN,4.583294403438288,20.0,50.0,22.1041530412034,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.967123287671233,180.0,0.0
CJ2M73N9RBUU,60,ZAPOSLEN,4.577688498551808,20.0,50.0,22.102190974493134,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.9506849315068493,180.0,0.0
LD9AKQ5C6AQ6,62,ZAPOSLEN,7.430159768289265,20.0,46.0,22.100555918901243,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,11.315068493150685,631.0,0.0
XAESZX4CJI5M,73,UMIROVLJENIK,35.24442963823213,2.2222222222222223,15.5,22.09943926227013,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,19.482191780821918,10.0,0.0
40PFA9CA2T37,36,ZAPOSLEN,4.562739418854527,20.0,50.0,22.096958796599083,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.9068493150684933,180.0,0.0
NNMJV6GS9ASJ,42,ZAPOSLEN,10.26908343455106,20.0,42.0,22.09417920209287,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,9.167123287671233,180.0,0.0
BB88KB00U5FZ,32,ZAPOSLEN,4.553396244043726,20.0,50.0,22.0936886854153,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.8794520547945206,180.0,0.0
JDNAEN7Q96R4,74,UMIROVLJENIK,37.76161367271685,0.0,15.5,22.091564785450895,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,3.0,0.0,19.28767123287671,0.0,0.0
8CNHVHU20OKW,36,NEZAPOSLEN,5.970755862842194,20.0,48.0,22.08976455199477,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,7.035616438356165,180.0,0.0
H23JIUXUMHPO,51,ZAPOSLEN,4.538447164346445,20.0,50.0,22.088456507521258,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.835616438356164,180.0,0.0
3F4K2FZOQA5R,59,ZAPOSLEN,4.538447164346445,20.0,50.0,22.088456507521258,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.835616438356164,505.0,0.0
WX21LI2MQH6X,42,ZAPOSLEN,10.250765383658546,20.0,42.0,22.087767884280492,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,9.016438356164384,176.0,0.0
XR9067CM34PW,53,ZAPOSLEN,4.522563767168084,20.0,50.0,22.082897318508827,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.789041095890411,180.0,0.0
L9HM0LKKI5V8,32,ZAPOSLEN,4.522563767168084,20.0,50.0,22.082897318508827,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.789041095890411,180.0,0.0
3KZ46GSJOX3Z,39,ZAPOSLEN,4.521629449687003,20.0,50.0,22.08257030739045,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.786301369863014,180.0,0.0
IOOOSHE3SM83,32,OSTALO,4.521629449687003,20.0,50.0,22.08257030739045,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.786301369863014,180.0,0.0
1HX432ZSUQEH,52,ZAPOSLEN,4.521629449687003,20.0,50.0,22.08257030739045,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.786301369863014,180.0,0.0
PQMHZ4ASEZ7S,40,ZAPOSLEN,4.521629449687003,20.0,50.0,22.08257030739045,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.786301369863014,180.0,0.0
DJQ4E50GL6QL,36,ZAPOSLEN,4.521629449687003,20.0,50.0,22.08257030739045,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.786301369863014,180.0,0.0
9WRJU9U6CN24,38,ZAPOSLEN,4.521629449687003,20.0,50.0,22.08257030739045,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.786301369863014,180.0,0.0
Q637LFRXP678,34,ZAPOSLEN,4.521629449687003,20.0,50.0,22.08257030739045,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.786301369863014,180.0,0.0
YLCJE1OKLSQQ,52,ZAPOSLEN,4.521629449687003,20.0,50.0,22.08257030739045,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.786301369863014,180.0,0.0
Q4EFBUTSY7J5,31,ZAPOSLEN,9.346352583920885,15.777777777777777,50.0,22.08233451548342,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,16.13972602739726,71.0,0.0
1G4IJQ4UKVUO,50,NEZAPOSLEN,11.648083749076424,20.0,40.0,22.07682931217675,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,12.808219178082192,258.0,0.0
1LF01U2U5QG0,55,ZAPOSLEN,4.477224568454816,20.0,50.0,22.067028598959183,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,1.8520547945205479,242.0,0.0
47XBSOLU4XRJ,52,ZAPOSLEN,4.475412575357826,20.0,50.0,22.06639440137524,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.0273972602739727,209.0,0.0
DDY4S9B678BQ,27,ZAPOSLEN,3.693925321436569,17.555555555555557,55.0,22.06509608472502,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,0.2876712328767123,79.0,0.0
ZBGD20IHLCWE,59,ZAPOSLEN,4.460898813416799,20.0,50.0,22.06131458469588,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.6082191780821917,180.0,0.0
Q6CKQZGWK5HH,58,ZAPOSLEN,4.452489956087078,20.0,50.0,22.058371484630477,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.5835616438356164,180.0,0.0
F19STE0JCJ5E,57,ZAPOSLEN,4.445949733719518,20.0,50.0,22.05608240680183,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.5643835616438357,545.0,0.0
HY5A9EBG89PR,39,ZAPOSLEN,4.435672241427637,20.0,50.0,22.052485284499674,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.5342465753424657,180.0,0.0
LM375BHP2AEX,25,NEZAPOSLEN,5.148556479491731,20.0,49.0,22.051994767822105,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,4.624657534246575,180.0,0.0
Z7CAUKEVBJ0R,53,ZAPOSLEN,4.427263384097916,20.0,50.0,22.049542184434273,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.5095890410958903,550.0,0.0
S2NIAEFCLCCL,32,NEZAPOSLEN,27.177843179182688,1.3333333333333333,48.0,22.045578446047273,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,6.0,0.0,10.32876712328767,6.0,0.0
ZR8S8EYM5IJ2,49,ZAPOSLEN,7.268948559407177,20.0,46.0,22.04413199579251,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,2.0,0.0,0.36712328767123287,118.0,0.0
6GI2BPSZY0Z4,94,UMIROVLJENIK,36.489351669030356,2.2222222222222223,13.5,22.03516197304951,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,1.0,0.0,29.81917808219178,10.0,0.0
L30G1EIP7VLD,59,ZAPOSLEN,4.375875922638512,20.0,50.0,22.031556572923478,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.3589041095890413,180.0,0.0
8K42ZFOKBI0I,86,UMIROVLJENIK,25.08442222471859,20.0,21.0,22.029547778651505,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,3.0,0.0,23.126027397260273,95.0,0.0
GCVTOQ0EW758,60,ZAPOSLEN,4.3543866205736705,20.0,50.0,22.024035317200784,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.2958904109589042,672.0,0.0
EY2HYQ3KE84C,59,ZAPOSLEN,4.353452303092591,20.0,50.0,22.023708306082405,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.293150684931507,180.0,0.0
AAS56RZMC5O2,57,ZAPOSLEN,4.353452303092591,20.0,50.0,22.023708306082405,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.293150684931507,645.0,0.0
N12RJFPKYKPU,32,STUDENT                         ,4.350603674319588,20.0,50.0,22.022711286011855,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.052054794520548,265.0,0.0
BK1K2A4MOAZL,64,ZAPOSLEN,4.349715033168271,20.0,50.0,22.022400261608894,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.282191780821918,180.0,0.0
F6OPAR7UTJL7,47,ZAPOSLEN,13.634689108717478,8.115908808216501,56.0,22.018504711337716,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,15.89041095890411,14.0,0.0
Q4WIL0FBPVD0,84,UMIROVLJENIK,36.435581348518376,2.2222222222222223,13.5,22.01634236087032,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,1.0,0.0,29.81917808219178,10.0,0.0
XQJ4DV45K43W,77,UMIROVLJENIK,7.5284248682224035,40.0,13.5,22.00994870387784,PRATI,📱  Automatska nagrada putem aplikacije,1.0,0.0,11.602739726027398,180.0,0.0
XKE08O4O714C,54,ZAPOSLEN,4.304867794076427,20.0,50.0,22.006703727926748,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.1506849315068495,180.0,0.0
NM02YLF5ER9G,58,ZAPOSLEN,4.288050079416986,20.0,50.0,22.000817527795945,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.1013698630136988,604.0,0.0
H058LIPH6YEQ,56,UMIROVLJENIK,37.50158613720032,0.0,15.5,22.000555148020112,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,27.8,0.0,0.0
BT43KXISEEOL,48,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
PKV3R058IGP6,46,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
1AS2D8814IFY,45,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
YV6UDQAAQEYW,49,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
ZTPBW2DASS34,46,OBRTNIK,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
QYRD1EYPGAGV,41,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
ZYQE2N79KZVG,30,OBRTNIK,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
PUUN351ATYEW,50,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
645KZZ8HDJ10,49,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
M6ZX5ZGOYPI5,47,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
JLF71Z8O29A9,43,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
YD9E6SDBCOFE,47,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
VAZDOUEQ44X8,48,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
0ZKL47VYUY6S,50,ZAPOSLEN,0.0,20.0,56.0,22.0,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,0.0,0.0,0.0,180.0,0.0
NGJYYLQK8GWQ,74,UMIROVLJENIK,37.49283519687573,0.0,15.5,21.997492318906506,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,30.02191780821918,0.0,0.0
OB005B7KNZU3,39,ZAPOSLEN,4.269363729795384,20.0,50.0,21.994277305428383,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.0465753424657533,180.0,0.0
NO7V23NF0DTQ,51,ZAPOSLEN,7.1198938116113055,20.0,46.0,21.991962834063955,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,10.301369863013699,282.0,0.0
QHEMC21ISHOS,36,ZAPOSLEN,4.261889189946744,20.0,50.0,21.99166121648136,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.0246575342465754,180.0,0.0
XDHR7MJMCXL6,42,ZAPOSLEN,10.687657666074932,20.0,41.0,21.990680183126226,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,10.394520547945206,180.0,0.0
607E3EZ3QMT6,57,HONORARAC,4.259086237503503,20.0,50.0,21.990680183126226,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,2.0164383561643837,180.0,0.0
GGE99XLXAVG3,23,STUDENT                         ,20.28018617922232,2.837555772877541,55.0,21.983087471878825,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,10.353424657534246,1.0,0.0
V2PVQ95507BR,73,UMIROVLJENIK,10.840371685402317,37.03388888888889,13.5,21.982685645446367,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,1.0,0.0,19.2,25.0,0.0
DMXNO5ITT4LF,53,ZAPOSLEN,4.21891058581706,20.0,50.0,21.97661870503597,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,1.8986301369863015,180.0,0.0
YBYD0HD2FTKT,52,ZAPOSLEN,4.20583014108194,20.0,50.0,21.97204054937868,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,1.8602739726027397,588.0,0.0
772QHLXD7N8S,54,ZAPOSLEN,4.2039615061197795,20.0,50.0,21.971386527141924,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,1.8547945205479452,180.0,0.0
1WEPI320AL3S,75,UMIROVLJENIK,37.06659604132916,1.5555555555555556,13.5,21.97053083668743,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,10.194520547945206,7.0,0.0
SUDICT7EAVTI,52,ZAPOSLEN,4.199289918714379,20.0,50.0,21.969751471550033,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,1.841095890410959,180.0,0.0
1W0PD6GESGT9,57,ZAPOSLEN,10.547950061336735,14.444444444444445,50.0,21.969560299245636,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,65.0,0.0
SAXLKO8Z7V5A,58,UMIROVLJENIK,37.41073497611341,0.0,15.5,21.968757241639693,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,27.827397260273973,0.0,0.0
